"Project","MethodIndex","Method","Count","Tests"
"xalan-j","33","org.apache.fop.afp.parser.MODCAParser.readNextStructuredField()","216640","org.apache.fop.afp.AFPResourceUtilTestCase.testCopyResourceFile [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceNoEndName [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testCopyNamedResource [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceAnyName [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceNameMismatch [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceNameMatch [fop-core],org.apache.fop.render.afp.NoOperationTestCase.testNoOperation [fop-core]"
"xalan-j","34","org.apache.fop.fonts.truetype.OTFSubSetFile.readCharStringData(byte[],int)","191808","org.apache.fop.pdf.PDFFactoryTestCase.testMakeOTFFont [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testTopDictData [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testOffsets [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testFDArraySize [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testCharStringIndex [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testStringIndex [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testResizeOfOperand [fop-core]"
"xalan-j","35","org.apache.fop.fo.properties.PropertyMaker.addShorthand(PropertyMaker)","169728","org.apache.fop.layoutmgr.table.TableCellLayoutManagerTestCase.testRepeatAddAreas [fop-core],org.apache.fop.events.EventProcessingTestCase.testViewportBPDOverflow [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.headerTableCellMustPropagateScope [fop-core],org.apache.fop.afp.AFPEventProcessingTestCase.testTripletElementMissing [fop-core],org.apache.fop.events.EventProcessingTestCase.testValidation [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody1 [fop-core],org.apache.fop.events.EventProcessingTestCase.testInlineLevel [fop-core],org.apache.fop.events.EventProcessingTestCase.testResource [fop-core],org.apache.fop.afp.AFPEventProcessingTestCase.testMissingFontConfigurationElement [fop-core],org.apache.fop.URIResolutionTestCase.innerTestFO1 [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.render.intermediate.IFRendererTestCase.testWordSpace [fop-core],org.apache.fop.events.EventProcessingTestCase.testArea [fop-core],org.apache.fop.intermediate.IFMimickingTestCase.testMimickingPDF [fop-core],org.apache.fop.events.EventProcessingTestCase.testBlockLevel [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testFooter [fop-core],org.apache.fop.render.afp.AFPTrueTypeTestCase.testSVGAFPTrueType [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testArtifact [fop-core],org.apache.fop.render.intermediate.IFStructureTreeBuilderTestCase.checkLinkStructRef [fop-core],org.apache.fop.layoutmgr.table.TableLayoutManagerTestCase.testResolveRetrieveTableMarker [fop-core],org.apache.fop.render.afp.NoOperationTestCase.testNoOperation [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testHeader [fop-core],org.apache.fop.fo.properties.CommonAccessibilityHolderTestCase.bindMustSetRoleAndSourceDoc [fop-core],org.apache.fop.fo.properties.GenericShorthandParserTestCase.testPropertyValidation [fop-core],org.apache.fop.fo.flow.table.TableColumnColumnNumberTestCase.testImplicitColumns [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.svgTransparency [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.svgContainingBitmapWithTransparency [fop-core],org.apache.fop.events.EventProcessingTestCase.testHyphenationNotFound [fop-core],org.apache.fop.intermediate.IFMimickingTestCase.testMimickingPS [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testRegionNameNotFound [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testGetNextPageBlank [fop-core],org.apache.fop.fo.properties.GenericShorthandParserTestCase.testPropertyValidationJustThin [fop-core],org.apache.fop.events.FlowNamedNotMappedTestCase.testFlowNamedNotMapped [fop-core],org.apache.fop.layoutmgr.RetrieveTableMarkerLayoutManagerTestCase.testGetNextKnuthElementsLayoutContextInt [fop-core],org.apache.fop.events.EventProcessingTestCase.testViewportIPDOverflow [fop-core],org.apache.fop.BasicDriverTestCase.testFO2PSWithJAXP [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.testFontNotEmbedded [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody2 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody3 [fop-core],org.apache.fop.BasicDriverTestCase.testFO2PDFWithJAXP [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testAbbreviationProperty [fop-core],org.apache.fop.afp.AFPEventProcessingTestCase.testRasterFontElementMissing [fop-core],org.apache.fop.URIResolutionTestCase.testFO2 [fop-core],org.apache.fop.events.EventProcessingTestCase.testBookmarks [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testLanguage [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testGetNextPageFirstEmpty [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testRemoveBlocks [fop-core],org.apache.fop.fonts.FontEventProcessingTestCase.testFontWithBadDirectory [fop-core],org.apache.fop.pdf.PDFVTTestCase.textFO [fop-core],org.apache.fop.BasicDriverTestCase.testFO2RTFWithJAXP [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody4 [fop-core],org.apache.fop.fonts.FontEventProcessingTestCase.testFont [fop-core]"
"xalan-j","36","org.apache.fop.pdf.PDFTTFStream.setData(byte[],int)","143648","org.apache.fop.render.pdf.PDFAConformanceTestCase.svgContainingBitmapWithTransparency [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.testImages [fop-core],org.apache.fop.render.pdf.PDFEncodingTestCase.testPDFEncodingWithCustomFont [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.testAllOk [fop-core],org.apache.fop.pdf.PDFVTTestCase.textIF [fop-core],org.apache.fop.pdf.PDFVTTestCase.textFO [fop-core],org.apache.fop.accessibility.fo.ArtifactImageBugTestCase.testMarkerStateTrackingBug [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.svgTransparency [fop-core]"
"xalan-j","37","org.apache.fop.render.pcl.fonts.truetype.PCLTTFCharacterWriter.getCharacterDefinition(int)","130368","org.apache.fop.render.pcl.PCLPainterTestCase.testTruetype [fop-core],org.apache.fop.render.pcl.fonts.truetype.PCLTTFCharacterWriterTestCase.verifyCharacterDefinition [fop-core]"
"xalan-j","38","org.apache.fop.svg.PDFGraphics2D.processPathIterator(PathIterator)","119040","org.apache.fop.svg.PDFTextPainterTestCase.testBaselineShift [fop-core],org.apache.fop.svg.PDFTextPainterTestCase.testSpacing [fop-core],org.apache.fop.BasicPDFTranscoderTestCase.testGenericPDFTranscoder [fop-core],org.apache.fop.render.pdf.PDFPainterTestCase.testSVGFont [fop-core],org.apache.fop.URIResolutionTestCase.testFO2 [fop-core],org.apache.fop.render.pdf.PDFPainterTestCase.testSVGFontScale [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.svgTransparency [fop-core]"
"xalan-j","39","org.apache.fop.afp.ptoca.PtocaBuilder.setExtendedTextColor(Color)","114880","org.apache.fop.render.afp.AFPPainterTestCase.testDrawBorderRectAndText [fop-core],org.apache.fop.render.afp.AFPPainterTestCase.testDrawBorderRect3 [fop-core]"
"xalan-j","40","org.apache.fop.fonts.AbstractCodePointMapping.buildFromTable(int[])","104096","org.apache.fop.render.pdf.PDFAConformanceTestCase.svgContainingBitmapWithTransparency [fop-core],org.apache.fop.events.EventProcessingTestCase.testHyphenationNotFound [fop-core],org.apache.fop.events.EventProcessingTestCase.testViewportBPDOverflow [fop-core],org.apache.fop.intermediate.IFMimickingTestCase.testMimickingPS [fop-core],org.apache.fop.pdf.PDFDocumentGraphics2DTestCase.smokeTest [fop-core],org.apache.fop.events.EventProcessingTestCase.testValidation [fop-core],org.apache.fop.events.FlowNamedNotMappedTestCase.testFlowNamedNotMapped [fop-core],org.apache.fop.events.EventProcessingTestCase.testInlineLevel [fop-core],org.apache.fop.events.EventProcessingTestCase.testResource [fop-core],org.apache.fop.events.EventProcessingTestCase.testViewportIPDOverflow [fop-core],org.apache.fop.URIResolutionTestCase.innerTestFO1 [fop-core],org.apache.fop.BasicDriverTestCase.testFO2PSWithJAXP [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.render.intermediate.IFRendererTestCase.testWordSpace [fop-core],org.apache.fop.config.FontsSubstitutionTestCase.testUserConfig [fop-core],org.apache.fop.pdf.PDFFactoryTestCase.testMakeFont [fop-core],org.apache.fop.events.EventProcessingTestCase.testArea [fop-core],org.apache.fop.intermediate.IFMimickingTestCase.testMimickingPDF [fop-core],org.apache.fop.events.EventProcessingTestCase.testBlockLevel [fop-core],org.apache.fop.pdf.PDFEncodingTestCase.testStandardEncodingDiffs [fop-core],org.apache.fop.render.intermediate.IFStructureTreeBuilderTestCase.checkLinkStructRef [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.testNoEncryption [fop-core],org.apache.fop.URIResolutionTestCase.testFO2 [fop-core],org.apache.fop.events.EventProcessingTestCase.testBookmarks [fop-core],org.apache.fop.pdf.PDFFactoryTestCase.testMakeTrueTypeFont [fop-core],org.apache.fop.render.ConserveMemoryTestCase.testLink [fop-core],org.apache.fop.pdf.PDFVTTestCase.textFO [fop-core],org.apache.fop.BasicDriverTestCase.testFO2RTFWithJAXP [fop-core],org.apache.fop.fonts.FontEventProcessingTestCase.testFont [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.svgTransparency [fop-core]"
"xalan-j","41","org.apache.fop.complexscripts.util.NumberConverter.scalarsToString(List<Integer>)","102992","org.apache.fop.complexscripts.util.NumberConverterTestCase.testNumeralArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticLatin [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticHebrew [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testWordSpanish [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimalArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimalThai [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testWordEnglish [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatRoman [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimal [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testNumeralHebrew [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testWordFrench [fop-core]"
"xalan-j","42","org.apache.fop.complexscripts.util.NumberConverter.convertNumber(long,Integer[],Integer[])","102992","org.apache.fop.complexscripts.util.NumberConverterTestCase.testNumeralArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticLatin [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticHebrew [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testWordSpanish [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimalArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimalThai [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testWordEnglish [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatRoman [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimal [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testNumeralHebrew [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testWordFrench [fop-core]"
"xalan-j","43","org.apache.fop.fonts.FontInfo.fontLookup(String[],String,int)","96256","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.render.ps.ResourceOptimizationTestCase.testResourceOptimization [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.apps.FopFactoryTestCase.testUserConfig [fop-core],org.apache.fop.accessibility.pdf.MissingLanguageWarningTestCase.testMissingLanguage [fop-core],org.apache.fop.config.FontsDirectoryRecursiveTestCase.testUserConfig [fop-core]"
"xalan-j","44","org.apache.fop.fo.properties.CommonFont.getFontFamily()","85952","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.apps.FopFactoryTestCase.testUserConfig [fop-core],org.apache.fop.accessibility.pdf.MissingLanguageWarningTestCase.testMissingLanguage [fop-core],org.apache.fop.config.FontsDirectoryRecursiveTestCase.testUserConfig [fop-core]"
"xalan-j","45","org.apache.fop.fonts.MultiByteFont.getWidths()","78384","org.apache.fop.pdf.PDFVTTestCase.textIF [fop-core],org.apache.fop.render.pdf.PDFEncodingTestCase.testPDFEncodingWithNonBMPFont [fop-core],org.apache.fop.accessibility.fo.ArtifactImageBugTestCase.testMarkerStateTrackingBug [fop-core]"
"xalan-j","46","org.apache.fop.fo.FOPropertyMapping.getEnumProperty(int,String)","74736","org.apache.fop.render.pdf.PDFAConformanceTestCase.svgContainingBitmapWithTransparency [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testRegionNameNotFound [fop-core],org.apache.fop.afp.AFPEventProcessingTestCase.testTripletElementMissing [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testGetNextPageBlank [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody1 [fop-core],org.apache.fop.fo.properties.GenericShorthandParserTestCase.testPropertyValidationJustThin [fop-core],org.apache.fop.events.FlowNamedNotMappedTestCase.testFlowNamedNotMapped [fop-core],org.apache.fop.layoutmgr.RetrieveTableMarkerLayoutManagerTestCase.testGetNextKnuthElementsLayoutContextInt [fop-core],org.apache.fop.afp.AFPEventProcessingTestCase.testMissingFontConfigurationElement [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.render.intermediate.IFRendererTestCase.testWordSpace [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody2 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody3 [fop-core],org.apache.fop.afp.AFPEventProcessingTestCase.testRasterFontElementMissing [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testFooter [fop-core],org.apache.fop.render.afp.AFPTrueTypeTestCase.testSVGAFPTrueType [fop-core],org.apache.fop.URIResolutionTestCase.testFO2 [fop-core],org.apache.fop.layoutmgr.table.TableLayoutManagerTestCase.testResolveRetrieveTableMarker [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testGetNextPageFirstEmpty [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testRemoveBlocks [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testHeader [fop-core],org.apache.fop.fo.properties.CommonAccessibilityHolderTestCase.bindMustSetRoleAndSourceDoc [fop-core],org.apache.fop.fo.properties.GenericShorthandParserTestCase.testPropertyValidation [fop-core],org.apache.fop.fo.flow.table.TableColumnColumnNumberTestCase.testImplicitColumns [fop-core],org.apache.fop.BasicDriverTestCase.testFO2RTFWithJAXP [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody4 [fop-core],org.apache.fop.render.pdf.PDFAConformanceTestCase.svgTransparency [fop-core]"
"xalan-j","47","org.apache.fop.afp.ptoca.PtocaBuilder.drawIaxisRule(int,int)","68928","org.apache.fop.render.afp.AFPPainterTestCase.testDrawBorderRectAndText [fop-core],org.apache.fop.render.afp.AFPPainterTestCase.testDrawBorderRect3 [fop-core]"
"xalan-j","48","org.apache.fop.complexscripts.fonts.OTFAdvancedTypographicTableReader.readPosPairSetTable(long,int,int,int)","66944","org.apache.fop.fonts.truetype.OTFToType1TestCase.testFontType [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFont [fop-core]"
"xalan-j","49","org.apache.fop.render.pdf.ImageRawJPEGAdapter.outputContents(OutputStream)","66048","org.apache.fop.render.pdf.PDFAConformanceTestCase.testImages [fop-core],org.apache.fop.URIResolutionTestCase.testFO2 [fop-core]"
"xalan-j","50","org.apache.fop.fonts.FontSelector.selectFontForCharactersInText(CharSequence,int,int,FOText,PercentBaseContext)","60416","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.apps.FopFactoryTestCase.testUserConfig [fop-core],org.apache.fop.accessibility.pdf.MissingLanguageWarningTestCase.testMissingLanguage [fop-core],org.apache.fop.config.FontsDirectoryRecursiveTestCase.testUserConfig [fop-core]"
"xalan-j","51","org.apache.fop.pdf.PDFCFFStreamType0C.setData(byte[],int)","47376","org.apache.fop.pdf.PDFFactoryTestCase.testMakeOTFFont [fop-core]"
"xalan-j","52","org.apache.fop.svg.font.FOPGVTGlyphVector.getGlyphPositions(int,int,float[])","45696","org.apache.fop.BasicPDFTranscoderTestCase.testGenericPDFTranscoder [fop-core],org.apache.fop.BasicPSTranscoderTestCase.testGenericPDFTranscoder [fop-core]"
"xalan-j","53","org.apache.fop.complexscripts.bidi.UnicodeBidiAlgorithm.resolveLevels(CharSequence,Direction)","39952","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.BasicPSTranscoderTestCase.testGenericPDFTranscoder [fop-core],org.apache.fop.apps.FopFactoryTestCase.testUserConfig [fop-core],org.apache.fop.accessibility.pdf.MissingLanguageWarningTestCase.testMissingLanguage [fop-core],org.apache.fop.config.FontsDirectoryRecursiveTestCase.testUserConfig [fop-core]"
"xalan-j","54","org.apache.fop.fonts.type1.Type1SubsetFile.getBinaryEntry(int[],byte[])","39888","org.apache.fop.fonts.type1.Type1SubsetFileTestCase.test [fop-core]"
"xalan-j","55","org.apache.fop.fonts.truetype.OpenFont.getBBox(int)","32768","org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core]"
"xalan-j","56","org.apache.fop.fo.ElementMappingRegistry.addElementMapping(String)","28288","org.apache.fop.render.bitmap.TIFFRendererConfiguratorTestCase.testColorModes [fop-core],org.apache.fop.render.afp.AFPRendererConfiguratorTestCase.testRendererResolution [fop-core],org.apache.fop.render.afp.AFPRendererConfiguratorTestCase.testLineWidthCorrection [fop-core],org.apache.fop.render.bitmap.BitmapRendererConfiguratorTestCase.testColorModes [fop-core]"
"xalan-j","57","org.apache.fop.pdf.PDFTextUtil.writeAffineTransform(AffineTransform,StringBuffer)","27136","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.BasicPDFTranscoderTestCase.testGenericPDFTranscoder [fop-core]"
"xalan-j","58","org.apache.fop.layoutmgr.BreakingAlgorithm.initialize()","26496","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.config.FontsAutoDetectTestCase.testUserConfig [fop-core],org.apache.fop.apps.FopFactoryTestCase.testUserConfig [fop-core]"
"xalan-j","59","org.apache.fop.fonts.truetype.OFFontLoader.getCMap(OpenFont)","20176","org.apache.fop.pdf.PDFFactoryTestCase.testMakeOTFFont [fop-core],org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFontType [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFont [fop-core]"
"xalan-j","60","org.apache.fop.svg.font.FOPGVTGlyphVector.buildGlyphPositions(CharacterIterator,int[][],MinOptMax[])","15808","org.apache.fop.BasicPDFTranscoderTestCase.testGenericPDFTranscoder [fop-core],org.apache.fop.BasicPSTranscoderTestCase.testGenericPDFTranscoder [fop-core]"
"xalan-j","61","org.apache.fop.render.pdf.ImageRawPNGAdapter.outputContents(OutputStream)","14336","org.apache.fop.render.pdf.ImageRawPNGAdapterTestCase.testOutputContentsWithRGBAPNG [fop-core],org.apache.fop.render.pdf.ImageRawPNGAdapterTestCase.testOutputContentsWithGAPNG [fop-core]"
"xalan-j","62","org.apache.fop.render.ps.ImageEncoderPNG.writeTo(OutputStream)","14336","org.apache.fop.render.ps.ImageEncoderPNGTestCase.testWriteToWithGAPNG [fop-core],org.apache.fop.render.ps.ImageEncoderPNGTestCase.testWriteToWithRGBAPNG [fop-core]"
"xalan-j","63","org.apache.fop.svg.font.FOPGVTGlyphVector.performDefaultLayout()","13280","org.apache.fop.BasicPDFTranscoderTestCase.testGenericPDFTranscoder [fop-core],org.apache.fop.BasicPSTranscoderTestCase.testGenericPDFTranscoder [fop-core]"
"xalan-j","64","org.apache.fop.fo.FONode.attachSiblings(FONode,FONode)","12976","org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody3 [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testRemoveBlocks [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testHeader [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testFooter [fop-core],org.apache.fop.fo.flow.table.TableColumnColumnNumberTestCase.testImplicitColumns [fop-core],org.apache.fop.BasicDriverTestCase.testFO2RTFWithJAXP [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody1 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody4 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody2 [fop-core]"
"xalan-j","65","org.apache.fop.fonts.AbstractCodePointMapping.getCharNameMap()","12480","org.apache.fop.pdf.PDFEncodingTestCase.testCreatePDFEncodingSymbol [fop-core],org.apache.fop.pdf.PDFEncodingTestCase.testStandardEncodingDiffs [fop-core],org.apache.fop.pdf.PDFEncodingTestCase.testStandardEncodingNoDiff [fop-core]"
"xalan-j","66","org.apache.fop.fonts.type1.PFBParser.parsePCFormat(PFBData,DataInputStream)","12096","org.apache.fop.fonts.type1.Type1SubsetFileTestCase.test [fop-core]"
"xalan-j","67","org.apache.fop.fo.flow.table.FixedColRowGroupBuilder.addTableCell(TableCell)","11888","org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody3 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testHeader [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testFooter [fop-core],org.apache.fop.fo.flow.table.TableColumnColumnNumberTestCase.testImplicitColumns [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody1 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody4 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody2 [fop-core]"
"xalan-j","68","org.apache.fop.fonts.SingleByteFont.getWidths()","10400","org.apache.fop.pdf.PDFFactoryTestCase.testMakeTrueTypeFont [fop-core],org.apache.fop.pdf.PDFFactoryTestCase.testMakeFont [fop-core]"
"xalan-j","69","org.apache.fop.complexscripts.util.NumberConverter.parseFormatTokens(String)","10080","org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody3 [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testRemoveBlocks [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testHeader [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testFooter [fop-core],org.apache.fop.fo.flow.table.TableColumnColumnNumberTestCase.testImplicitColumns [fop-core],org.apache.fop.BasicDriverTestCase.testFO2RTFWithJAXP [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody1 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody4 [fop-core],org.apache.fop.fo.flow.table.TooManyColumnsTestCase.testBody2 [fop-core]"
"xalan-j","70","org.apache.fop.fonts.cff.CFFDataReader.DICTEntry>parseDictData(byte[])","9216","org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testTopDictData [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testCharStringIndex [fop-core]"
"xalan-j","71","org.apache.fop.fonts.type1.Type1SubsetFile.writeMainSection(byte[],List<PSElement>,PSElement)","8896","org.apache.fop.fonts.type1.Type1SubsetFileTestCase.test [fop-core]"
"xalan-j","72","org.apache.fop.complexscripts.fonts.OTFAdvancedTypographicTableReader.readPairPosTableFormat1(int,int,long,int)","8672","org.apache.fop.fonts.truetype.OTFToType1TestCase.testFontType [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFont [fop-core]"
"xalan-j","73","org.apache.fop.fonts.SingleByteFont.setBoundingBox(int,Rectangle)","7040","org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core],org.apache.fop.render.java2d.ConfiguredFontCollectionTestCase.testConfiguredFontCollection [fop-core]"
"xalan-j","74","org.apache.fop.complexscripts.util.NumberConverter.formatNumberAsSequence(long,int,int,int[])","6832","org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticLatin [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testAlphabeticHebrew [fop-core]"
"xalan-j","75","org.apache.fop.fo.FOPropertyMapping.createAreaDimensionProperties()","6816","org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testGetNextPageFirstEmpty [fop-core],org.apache.fop.layoutmgr.RetrieveTableMarkerLayoutManagerTestCase.testGetNextKnuthElementsLayoutContextInt [fop-core],org.apache.fop.fo.properties.CommonAccessibilityHolderTestCase.bindMustSetRoleAndSourceDoc [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testRegionNameNotFound [fop-core],org.apache.fop.layoutmgr.table.TableLayoutManagerTestCase.testResolveRetrieveTableMarker [fop-core],org.apache.fop.layoutmgr.PageSequenceLayoutManagerTestCase.testGetNextPageBlank [fop-core]"
"xalan-j","76","org.apache.fop.fonts.SingleByteFont.setWidth(int,int)","6240","org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core],org.apache.fop.pdf.PDFFactoryTestCase.testMakeTrueTypeFont [fop-core]"
"xalan-j","77","org.apache.fop.complexscripts.util.NumberConverter.formatNumberAsDecimal(long,int,int)","5616","org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimalArabic [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimalThai [fop-core],org.apache.fop.complexscripts.util.NumberConverterTestCase.testFormatDecimal [fop-core]"
"xalan-j","78","org.apache.fop.pdf.PDFColorHandler.establishDeviceRGB(StringBuffer,Color,boolean)","5184","org.apache.fop.BasicPDFTranscoderTestCase.testGenericPDFTranscoder [fop-core]"
"xalan-j","79","org.apache.fop.fonts.type1.PFBParser.calcLengths(PFBData,byte[])","5104","org.apache.fop.fonts.truetype.OTFToType1TestCase.testCIDFont [fop-core]"
"xalan-j","80","org.apache.fop.layoutmgr.inline.LineLayoutManager.createLineBreaks(int,LayoutContext)","4832","org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core]"
"xalan-j","81","org.apache.fop.render.ps.Type1FontFormatter.printFontDictionary(CFFFont,DataOutput,String)","4608","org.apache.fop.fonts.truetype.OTFToType1TestCase.testCIDFont [fop-core]"
